date,campaign_name,channel,impressions,clicks,cost,conversions,revenue
2026-06-06,Meta Ads - Prospecting,Meta,72235,895,1673.94,21,2663.1
2026-06-06,Meta Ads - Retargeting,Meta,18916,474,455.19,28,1399.42
2026-06-06,Meta - Lookalike 1%,Meta,45341,470,858.03,8,1004.59
2026-06-06,Bing Search - Brand,Bing,6043,356,313.8,15,719.51
2026-06-06,Bing Search - NonBrand,Bing,13265,196,337.69,2,365.45
2026-06-06,Google Search - Competitors,Google Search,19572,227,1081.33,1,541.56
2026-06-06,Meta Ads - Video Stories,Meta,45580,503,750.07,7,873.69
2026-06-07,Google Search - Brand,Google Search,26285,2206,2868.52,116,7232.73
2026-06-07,Google Search - NonBrand,Google Search,61466,1279,3249.64,24,4633.76
2026-06-07,Google - Performance Max,Performance Max,113176,1648,2461.64,35,4291.51
2026-06-07,YouTube - Brand Awareness,YouTube,270705,778,569.45,0,211.24
2026-06-07,YouTube - Prospecting,YouTube,95403,581,687.05,2,542.92
2026-06-07,Meta Ads - Prospecting,Meta,65801,804,1338.28,19,2244.66
2026-06-07,Meta Ads - Retargeting,Meta,19075,471,511.1,26,1791.2
2026-06-07,Meta - Lookalike 1%,Meta,50495,506,1109.91,9,1278.25
2026-06-07,Bing Search - Brand,Bing,6108,374,343.22,15,698.13
2026-06-07,Bing Search - NonBrand,Bing,15441,236,423.34,3,431.36
2026-06-07,Google Search - Competitors,Google Search,21787,248,1224.95,1,667.65
2026-06-07,Meta Ads - Video Stories,Meta,45734,474,673.88,7,694.48
